Label,2015-06-29,2015-07-06,2015-07-13,2015-07-20,2015-07-27,2015-08-03,2015-08-10,2015-08-17,2015-08-24,2015-08-31,2015-09-07,2015-09-14,2015-09-21,2015-09-28,2015-10-05,2015-10-12,2015-10-19,2015-10-26,2015-11-02,2015-11-09,2015-11-16,2015-11-23,2015-11-30,2015-12-07,2015-12-14,2015-12-21,2015-12-28,2016-01-04,2016-01-11,2016-01-18,2016-01-25,2016-02-01,2016-02-08,2016-02-15,2016-02-22,2016-02-29,2016-03-07,2016-03-14,2016-03-21,2016-03-28,2016-04-04,2016-04-11,2016-04-18,2016-04-25,2016-05-02,2016-05-09,2016-05-16,2016-05-23,2016-05-30,2016-06-06,2016-06-13,2016-06-20,2016-06-27,2016-07-04,2016-07-11,2016-07-18,2016-07-25,2016-08-01,2016-08-08,2016-08-15,2016-08-22,2016-08-29,2016-09-05,2016-09-12,2016-09-19,2016-09-26,2016-10-03,2016-10-10,2016-10-17,2016-10-24,2016-10-31,2016-11-07,2016-11-14,2016-11-21,2016-11-28,2016-12-05,2016-12-12,2016-12-19,2016-12-26,2017-01-02,2017-01-09,2017-01-16,2017-01-23,2017-01-30,2017-02-06,2017-02-13,2017-02-20,2017-02-27,2017-03-06,2017-03-13,2017-03-20,2017-03-27,2017-04-03,2017-04-10,2017-04-17,2017-04-24,2017-05-01,2017-05-08,2017-05-15,2017-05-22,2017-05-29,2017-06-05,2017-06-12,2017-06-19,2017-06-26,2017-07-03,2017-07-10,2017-07-17,2017-07-24,2017-07-31,2017-08-07,2017-08-14,2017-08-21,2017-08-28
International,106.0,136.0,143.0,169.0,204.0,321.0,361.0,312.0,312.0,544.0,399.0,586.0,548.0,461.0,514.0,541.0,461.0,312.0,301.0,172.0,256.0,255.0,395.0,131.0,132.0,294.0,347.0,205.0,224.0,268.0,253.0,412.0,499.0,359.0,456.0,466.0,619.0,616.0,666.0,631.0,724.0,701.0,726.0,765.0,686.0,813.0,743.0,639.0,689.0,668.0,642.0,698.0,637.0,612.0,684.0,706.0,720.0,773.0,846.0,868.0,816.0,808.0,698.0,882.0,831.0,849.0,961.0,916.0,919.0,987.0,743.0,703.0,705.0,527.0,540.0,559.0,397.0,526.0,720.0,599.0,415.0,529.0,446.0,494.0,550.0,768.0,738.0,743.0,718.0,753.0,708.0,736.0,911.0,1014.0,874.0,951.0,1039.0,953.0,911.0,1056.0,870.0,845.0,795.0,821.0,905.0,974.0,979.0,835.0,874.0,864.0,832.0,890.0,803.0,361.0
Portugal,302.0,351.0,529.0,569.0,360.0,535.0,796.0,426.0,462.0,513.0,624.0,821.0,669.0,662.0,774.0,660.0,464.0,449.0,229.0,211.0,419.0,321.0,472.0,374.0,187.0,266.0,538.0,161.0,203.0,288.0,291.0,370.0,403.0,623.0,600.0,422.0,301.0,551.0,511.0,353.0,548.0,491.0,608.0,568.0,476.0,470.0,603.0,465.0,532.0,636.0,706.0,451.0,367.0,367.0,329.0,384.0,286.0,338.0,335.0,352.0,272.0,283.0,423.0,396.0,417.0,498.0,378.0,655.0,397.0,418.0,545.0,422.0,246.0,326.0,388.0,255.0,224.0,176.0,393.0,190.0,347.0,349.0,436.0,326.0,351.0,306.0,518.0,357.0,317.0,430.0,296.0,295.0,513.0,289.0,338.0,491.0,424.0,329.0,583.0,400.0,516.0,515.0,420.0,399.0,379.0,260.0,302.0,239.0,297.0,278.0,252.0,345.0,261.0,192.0
