Label,2015-06-29,2015-07-06,2015-07-13,2015-07-20,2015-07-27,2015-08-03,2015-08-10,2015-08-17,2015-08-24,2015-08-31,2015-09-07,2015-09-14,2015-09-21,2015-09-28,2015-10-05,2015-10-12,2015-10-19,2015-10-26,2015-11-02,2015-11-09,2015-11-16,2015-11-23,2015-11-30,2015-12-07,2015-12-14,2015-12-21,2015-12-28,2016-01-04,2016-01-11,2016-01-18,2016-01-25,2016-02-01,2016-02-08,2016-02-15,2016-02-22,2016-02-29,2016-03-07,2016-03-14,2016-03-21,2016-03-28,2016-04-04,2016-04-11,2016-04-18,2016-04-25,2016-05-02,2016-05-09,2016-05-16,2016-05-23,2016-05-30,2016-06-06,2016-06-13,2016-06-20,2016-06-27,2016-07-04,2016-07-11,2016-07-18,2016-07-25,2016-08-01,2016-08-08,2016-08-15,2016-08-22,2016-08-29,2016-09-05,2016-09-12,2016-09-19,2016-09-26,2016-10-03,2016-10-10,2016-10-17,2016-10-24,2016-10-31,2016-11-07,2016-11-14,2016-11-21,2016-11-28,2016-12-05,2016-12-12,2016-12-19,2016-12-26,2017-01-02,2017-01-09,2017-01-16,2017-01-23,2017-01-30,2017-02-06,2017-02-13,2017-02-20,2017-02-27,2017-03-06,2017-03-13,2017-03-20,2017-03-27,2017-04-03,2017-04-10,2017-04-17,2017-04-24,2017-05-01,2017-05-08,2017-05-15,2017-05-22,2017-05-29,2017-06-05,2017-06-12,2017-06-19,2017-06-26,2017-07-03,2017-07-10,2017-07-17,2017-07-24,2017-07-31,2017-08-07,2017-08-14,2017-08-21,2017-08-28
International,0.0,8.09,12.59,11.83,7.84,6.23,5.82,4.17,13.78,10.11,7.77,16.38,3.47,3.25,19.46,3.7,0.43,0.0,0.0,0.0,1.17,1.18,6.58,1.53,3.03,3.4,4.9,4.88,16.96,11.57,17.0,16.02,18.44,14.21,16.89,21.24,18.74,17.05,22.07,21.08,21.69,25.53,21.63,23.79,17.35,18.2,17.09,13.15,16.98,17.51,16.98,17.62,28.73,27.61,27.05,24.08,23.06,27.81,29.79,28.69,32.23,28.71,23.07,16.21,20.82,28.98,22.68,20.09,27.86,32.22,20.86,19.49,25.96,24.29,28.89,33.45,34.51,33.27,36.94,33.39,31.08,22.87,24.89,27.73,29.45,24.61,24.39,21.27,24.37,21.91,25.42,22.96,28.54,36.69,28.38,32.39,35.51,25.5,30.85,31.91,26.9,28.28,28.68,28.01,33.81,31.93,30.64,29.22,35.24,35.76,34.62,38.99,27.4,33.8
Portugal,50.99,56.7,54.06,65.03,65.56,67.29,64.45,56.34,62.99,63.55,58.01,66.14,72.94,67.67,57.49,61.67,49.57,52.56,49.34,61.14,23.15,37.69,59.53,71.12,32.09,53.01,47.96,32.92,19.21,43.75,40.21,31.35,45.91,58.11,56.33,38.86,24.58,51.18,61.84,45.61,49.64,59.06,62.5,65.67,56.93,69.79,60.53,63.01,69.55,68.08,74.5,47.23,56.13,45.5,50.15,43.75,47.55,52.66,60.6,53.69,51.47,59.36,71.87,69.44,63.79,68.88,82.01,76.18,72.8,57.18,80.55,73.93,39.02,37.42,54.12,37.25,23.21,36.36,46.82,41.58,45.53,38.97,51.61,38.96,43.87,44.44,45.37,63.87,50.16,60.0,54.73,50.85,76.02,68.51,73.67,73.32,75.71,70.52,82.16,58.75,75.39,71.46,71.9,66.42,65.7,55.0,52.32,60.67,59.26,46.76,45.63,48.7,49.04,29.69
